name,mode,ladder,fee,buy_range,train_cagr,train_mdd,valid_cagr,valid_mdd,full_cagr,full_mdd,score
간편형,never,0,0.0005,0.05,33.949333279635276,-39.30134954381927,42.05822833401412,-39.86042017301958,36.97684344699472,-39.97694466401407,17.160072950045834
간편형,never,0,0.0005,0.1,33.949333279635276,-39.30134954381927,42.05822833401412,-39.86042017301958,36.97684344699472,-39.97694466401407,17.160072950045834
간편형,never,0,0.0005,0.15,33.949333279635276,-39.30134954381927,42.05822833401412,-39.86042017301958,36.97684344699472,-39.97694466401407,17.160072950045834
간편형,never,0,0.001,0.15,33.39441800700909,-39.52788164001665,40.55796572002286,-39.8942538149018,36.12167930184733,-40.02792277645061,16.92418747223864
간편형,never,0,0.001,0.1,33.39441800700909,-39.52788164001665,40.55796572002286,-39.8942538149018,36.12167930184733,-40.02792277645061,16.92418747223864
간편형,never,0,0.001,0.05,33.39441800700909,-39.52788164001665,40.55796572002286,-39.8942538149018,36.12167930184733,-40.02792277645061,16.92418747223864
간편형,never,2,0.0005,0.05,34.50331478354079,-40.159283059400565,43.59954419629493,-41.256136839951324,37.83427285040793,-41.36436663023907,16.879986595093875
간편형,never,2,0.0005,0.1,34.50331478354079,-40.159283059400565,43.59954419629493,-41.256136839951324,37.83427285040793,-41.36436663023907,16.879986595093875
간편형,never,2,0.0005,0.15,34.50331478354079,-40.159283059400565,43.59954419629493,-41.256136839951324,37.83427285040793,-41.36436663023907,16.879986595093875
간편형,never,3,0.0005,0.1,34.54467426150436,-40.332225397426505,43.77668943400794,-41.67174092013829,37.94616143825371,-41.788025361586364,16.728359629079705
간편형,never,3,0.0005,0.05,34.54467426150436,-40.332225397426505,43.77668943400794,-41.67174092013829,37.94616143825371,-41.788025361586364,16.728359629079705
간편형,never,3,0.0005,0.15,34.54467426150436,-40.332225397426505,43.77668943400794,-41.67174092013829,37.94616143825371,-41.788025361586364,16.728359629079705
안정형,all_loss,2,0.0005,0.1,33.55644458176259,-42.0304773718197,39.732171606519,-37.309650326613635,35.873058940334566,-42.0304773718197,16.684273042960953
안정형,all_loss,2,0.0005,0.05,33.55644458176259,-42.0304773718197,39.732171606519,-37.309650326613635,35.873058940334566,-42.0304773718197,16.684273042960953
안정형,any_loss,2,0.0005,0.05,33.55644458176259,-42.0304773718197,39.732171606519,-37.309650326613635,35.873058940334566,-42.0304773718197,16.684273042960953
안정형,all_loss,2,0.0005,0.15,33.55644458176259,-42.0304773718197,39.732171606519,-37.309650326613635,35.873058940334566,-42.0304773718197,16.684273042960953
안정형,any_loss,2,0.0005,0.1,33.55644458176259,-42.0304773718197,39.732171606519,-37.309650326613635,35.873058940334566,-42.0304773718197,16.684273042960953
안정형,any_loss,2,0.0005,0.15,33.55644458176259,-42.0304773718197,39.732171606519,-37.309650326613635,35.873058940334566,-42.0304773718197,16.684273042960953
안정형,any_loss,0,0.0005,0.05,32.94949408057371,-41.35000686814511,38.10983797148324,-35.93911441419586,34.93999959286749,-41.35000686814511,16.670871314904584
안정형,any_loss,0,0.0005,0.1,32.94949408057371,-41.35000686814511,38.10983797148324,-35.93911441419586,34.93999959286749,-41.35000686814511,16.670871314904584
안정형,all_loss,0,0.0005,0.05,32.94949408057371,-41.35000686814511,38.10983797148324,-35.93911441419586,34.93999959286749,-41.35000686814511,16.670871314904584
안정형,any_loss,0,0.0005,0.15,32.94949408057371,-41.35000686814511,38.10983797148324,-35.93911441419586,34.93999959286749,-41.35000686814511,16.670871314904584
안정형,all_loss,0,0.0005,0.15,32.94949408057371,-41.35000686814511,38.10983797148324,-35.93911441419586,34.93999959286749,-41.35000686814511,16.670871314904584
안정형,all_loss,0,0.0005,0.1,32.94949408057371,-41.35000686814511,38.10983797148324,-35.93911441419586,34.93999959286749,-41.35000686814511,16.670871314904584
안정형,any_loss,3,0.0005,0.05,33.645159702115194,-42.065475999012534,40.113880950627376,-37.82889464041966,36.0236746557989,-42.065475999012534,16.658190665481545
안정형,all_loss,3,0.0005,0.15,33.645159702115194,-42.065475999012534,40.113880950627376,-37.82889464041966,36.0236746557989,-42.065475999012534,16.658190665481545
안정형,all_loss,3,0.0005,0.05,33.645159702115194,-42.065475999012534,40.113880950627376,-37.82889464041966,36.0236746557989,-42.065475999012534,16.658190665481545
